API,Complexity,Response Time (s),Response Size (bytes)
GraphQL,high,0.49785900115966797,1454
GraphQL,high,0.4537038803100586,1454
GraphQL,high,0.46071600914001465,1454
GraphQL,high,0.46091771125793457,1454
GraphQL,high,0.5675220489501953,1454
GraphQL,high,0.4502370357513428,1454
GraphQL,high,0.440946102142334,1454
GraphQL,high,0.4183390140533447,1454
GraphQL,high,0.5000319480895996,1454
GraphQL,high,0.4969010353088379,1454
GraphQL,high,0.4538540840148926,1454
GraphQL,high,0.4391140937805176,1454
GraphQL,high,0.4544191360473633,1454
GraphQL,high,0.5253510475158691,1454
GraphQL,high,0.4689290523529053,1454
GraphQL,high,0.48807501792907715,1454
GraphQL,high,0.43155503273010254,1454
GraphQL,high,0.4681370258331299,1454
GraphQL,high,0.4385690689086914,1454
GraphQL,high,0.46871495246887207,1454
GraphQL,high,0.4209327697753906,1454
GraphQL,high,0.44814491271972656,1454
GraphQL,high,0.4619317054748535,1454
GraphQL,high,0.531303882598877,1454
GraphQL,high,0.4767880439758301,1454
GraphQL,high,0.44116973876953125,1454
GraphQL,high,0.48392224311828613,1454
GraphQL,high,0.4165170192718506,1454
GraphQL,high,0.4165170192718506,1454
GraphQL,high,0.4301798343658447,1454
GraphQL,high,0.49335217475891113,1454
GraphQL,high,0.49018001556396484,1454
GraphQL,high,0.44956088066101074,1454
GraphQL,high,0.4919900894165039,1454
GraphQL,high,0.42600512504577637,1454
GraphQL,high,0.47225403785705566,1454
GraphQL,high,0.466141939163208,1454
GraphQL,high,0.6177730560302734,1454
GraphQL,high,0.4285597801208496,1454
GraphQL,high,0.46776700019836426,1454
GraphQL,high,0.45687222480773926,1454
GraphQL,high,0.43576598167419434,1454
GraphQL,high,0.432542085647583,1454
GraphQL,high,0.4804716110229492,1454
GraphQL,high,0.5177431106567383,1454
GraphQL,high,0.47052884101867676,1454
GraphQL,high,0.43795299530029297,1454
GraphQL,high,0.48099827766418457,1454
GraphQL,high,0.46254897117614746,1454
GraphQL,high,0.5051031112670898,1454
GraphQL,high,0.44426703453063965,1454
GraphQL,high,0.44701433181762695,1454
GraphQL,high,0.5500259399414062,1454
GraphQL,high,0.4535360336303711,1454
GraphQL,high,0.4910759925842285,1454
GraphQL,high,0.6024360656738281,1454
GraphQL,high,0.46016407012939453,1454
GraphQL,high,0.5205769538879395,1454
GraphQL,high,0.4412040710449219,1454
GraphQL,high,0.5158960819244385,1454
GraphQL,high,0.4913170337677002,1454
GraphQL,high,0.4481651782989502,1454
GraphQL,high,0.48215293884277344,1454
GraphQL,high,0.4625060558319092,1454
GraphQL,high,0.4918859004974365,1454
GraphQL,high,0.49642086029052734,1454
GraphQL,high,0.44998812675476074,1454
GraphQL,high,0.42004990577697754,1454
GraphQL,high,0.4571080207824707,1454
GraphQL,high,0.482266902923584,1454
GraphQL,high,0.4698638916015625,1454
GraphQL,high,0.45228004455566406,1454
GraphQL,high,0.47034406661987305,1454
GraphQL,high,0.5100970268249512,1454
GraphQL,high,0.5360610485076904,1454
GraphQL,high,0.4455678462982178,1454
GraphQL,high,0.5139148235321045,1454
GraphQL,high,0.4447462558746338,1454
GraphQL,high,0.528702974319458,1454
GraphQL,high,0.47546982765197754,1454
GraphQL,high,0.4408109188079834,1454
GraphQL,high,0.45546436309814453,1454
GraphQL,high,0.5101819038391113,1454
GraphQL,high,0.44705986976623535,1454
GraphQL,high,0.4762599468231201,1454
GraphQL,high,0.457719087600708,1454
GraphQL,high,0.5320298671722412,1454
GraphQL,high,0.5028347969055176,1454
GraphQL,high,0.462230920791626,1454
GraphQL,high,0.49852895736694336,1454
GraphQL,high,0.4714629650115967,1454
GraphQL,high,1.4961907863616943,1454
GraphQL,high,0.5267148017883301,1454
GraphQL,high,0.5535647869110107,1454
GraphQL,high,0.5612971782684326,1454
GraphQL,high,0.4521970748901367,1454
GraphQL,high,0.4698030948638916,1454
GraphQL,high,0.4843599796295166,1454
GraphQL,high,0.5402071475982666,1454
GraphQL,high,0.49462175369262695,1454
GraphQL,high,0.4456968307495117,1454
GraphQL,high,0.5557458400726318,1454
GraphQL,high,0.6204891204833984,1454
GraphQL,high,0.46634888648986816,1454
GraphQL,high,0.4878067970275879,1454
GraphQL,high,0.43811583518981934,1454
GraphQL,high,0.4931790828704834,1454
GraphQL,high,0.46034789085388184,1454
GraphQL,high,0.5038979053497314,1454
GraphQL,high,0.48865675926208496,1454
GraphQL,high,0.671105146408081,1454
GraphQL,high,0.4540252685546875,1454
GraphQL,high,0.48442506790161133,1454
GraphQL,high,0.47839903831481934,1454
GraphQL,high,0.43311619758605957,1454
GraphQL,high,0.4494950771331787,1454
GraphQL,high,0.42811012268066406,1454
GraphQL,high,0.4853203296661377,1454
GraphQL,high,0.42412710189819336,1454
GraphQL,high,0.5676138401031494,1454
GraphQL,high,0.5384111404418945,1454
GraphQL,high,0.4320859909057617,1454
GraphQL,high,0.42536497116088867,1454
GraphQL,high,0.5350821018218994,1454
GraphQL,high,0.4539508819580078,1454
GraphQL,high,0.5096240043640137,1454
GraphQL,high,0.5315220355987549,1454
GraphQL,high,0.4391334056854248,1454
GraphQL,high,0.42693018913269043,1454
GraphQL,high,0.4560508728027344,1454
GraphQL,high,0.5224721431732178,1454
GraphQL,high,0.4790670871734619,1454
GraphQL,high,0.4431281089782715,1454
GraphQL,high,0.5190379619598389,1454
GraphQL,high,0.48148083686828613,1454
GraphQL,high,0.4507288932800293,1454
GraphQL,high,0.5040318965911865,1454
GraphQL,high,0.4232652187347412,1454
GraphQL,high,0.4718899726867676,1454
GraphQL,high,0.4434812068939209,1454
GraphQL,high,0.4727201461791992,1454
GraphQL,high,0.4688992500305176,1454
GraphQL,high,0.5603697299957275,1454
GraphQL,high,0.4467291831970215,1454
GraphQL,high,0.4447009563446045,1454
GraphQL,high,0.5048420429229736,1454
GraphQL,high,1.112386703491211,1454
GraphQL,high,0.9139251708984375,1454
GraphQL,high,0.4339027404785156,1454
GraphQL,high,0.4795200824737549,1454
GraphQL,high,0.523280143737793,1454
GraphQL,high,0.5345239639282227,1454
GraphQL,high,0.7728078365325928,1454
GraphQL,high,0.6064407825469971,1454
GraphQL,high,0.5897300243377686,1454
GraphQL,high,0.671942949295044,1454
GraphQL,high,0.764732837677002,1454
GraphQL,high,0.7261731624603271,1454
GraphQL,high,0.6275179386138916,1454
GraphQL,high,0.5200819969177246,1454
GraphQL,high,0.5927028656005859,1454
GraphQL,high,0.48540210723876953,1454
GraphQL,high,0.48183608055114746,1454
GraphQL,high,0.5208828449249268,1454
GraphQL,high,0.46167802810668945,1454
GraphQL,high,0.5787379741668701,1454
GraphQL,high,0.49880170822143555,1454
GraphQL,high,0.46674108505249023,1454
GraphQL,high,0.44344592094421387,1454
GraphQL,high,0.5244140625,1454
GraphQL,high,0.4705989360809326,1454
GraphQL,high,0.5390379428863525,1454
GraphQL,high,0.45247840881347656,1454
GraphQL,high,0.536017894744873,1454
GraphQL,high,0.41512084007263184,1454
GraphQL,high,0.4871790409088135,1454
GraphQL,high,0.4477360248565674,1454
GraphQL,high,0.49529290199279785,1454
GraphQL,high,0.4970581531524658,1454
GraphQL,high,0.4404909610748291,1454
GraphQL,high,0.4516489505767822,1454
GraphQL,high,0.4189920425415039,1454
GraphQL,high,0.5209290981292725,1454
GraphQL,high,0.4175751209259033,1454
GraphQL,high,0.5514709949493408,1454
GraphQL,high,0.486616849899292,1454
GraphQL,high,0.4390137195587158,1454
GraphQL,high,0.5031640529632568,1454
GraphQL,high,0.44722771644592285,1454
GraphQL,high,0.47814393043518066,1454
GraphQL,high,0.4847548007965088,1454
GraphQL,high,0.5801620483398438,1454
GraphQL,high,0.4606201648712158,1454
GraphQL,high,0.44176411628723145,1454
GraphQL,high,0.4440741539001465,1454
GraphQL,high,0.5332520008087158,1454
GraphQL,high,0.4497499465942383,1454
GraphQL,high,0.4711170196533203,1454
GraphQL,high,0.4864509105682373,1454
GraphQL,high,0.8615999221801758,1454
GraphQL,high,0.4804501533508301,1454
GraphQL,high,0.5134222507476807,1454
GraphQL,high,0.4599168300628662,1454
GraphQL,high,0.5480082035064697,1454
GraphQL,high,0.42437291145324707,1454
GraphQL,high,0.49871301651000977,1454
GraphQL,high,0.44454002380371094,1454
GraphQL,high,0.5581009387969971,1454
GraphQL,high,0.4807429313659668,1454
GraphQL,high,0.539482831954956,1454
GraphQL,high,0.4930229187011719,1454
GraphQL,high,0.4156150817871094,1454
GraphQL,high,0.44829702377319336,1454
GraphQL,high,0.5102860927581787,1454
GraphQL,high,0.47932910919189453,1454
GraphQL,high,0.4538710117340088,1454
GraphQL,high,0.451840877532959,1454
GraphQL,high,0.452070951461792,1454
GraphQL,high,0.5029599666595459,1454
GraphQL,high,0.47314929962158203,1454
GraphQL,high,0.49772191047668457,1454
GraphQL,high,0.43025922775268555,1454
GraphQL,high,0.4510939121246338,1454
GraphQL,high,0.4488978385925293,1454
GraphQL,high,0.4788339138031006,1454
GraphQL,high,0.5062160491943359,1454
GraphQL,high,0.49193882942199707,1454
GraphQL,high,0.5124540328979492,1454
GraphQL,high,0.4516270160675049,1454
